Unnamed: 0,CLEE,Id,Nombre,Clase_actividad,Estrato,Tipo_vialidad,Calle,Colonia,Ubicacion,Tipo,Longitud,Latitud,Consultorio
376,02002464111003481000000000U7,89620,FARMACIA GRANADOS,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,ABELARDO L RODRIGUEZ,PROGRESO,MEXICALI,FIJO,-115.58309646,32.58354359,NO
377,02002464111004981000000000U5,8346528,FARMACIA GRANADOS,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,CALLE DEL SOL,SANTA ISABEL,MEXICALI,FIJO,-115.57568371,32.63323389,NO
378,02004464111008601000000000U1,8356813,FARMACIA GSM,FARMACIAS SIN MINISUPER,0 a 5 personas,PRIVADA,LOS SAUCES,RESIDENCIAL DEL BOSQUE,TIJUANA,FIJO,-116.83682029,32.50953029,NO
379,02001464112000571000000000U8,144616,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,0 a 5 personas,CALLE,BENITO JUAREZ,GENERALISIMO MORELOS,ENSENADA,FIJO,-116.20711435,31.07052289,NO
380,02001464112000823000005590S3,9427701,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,31 a 50 personas,AVENIDA,REFORMA,CARLOS PACHECO,ENSENADA,FIJO,-116.60844536,31.86918212,NO
381,02002464113001843000005590S6,9367685,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,31 a 50 personas,AVENIDA,FRANCISCO I MADERO (FEDERAL LIBRE 2 MEXICALI TIJUANA KM 13+500),NUEVA,MEXICALI,FIJO,-115.46443896,32.66642059,NO
382,02002464112002233000005590S1,9399182,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,11 a 30 personas,AVENIDA,MICHOACAN,SANTA CLARA,MEXICALI,FIJO,-115.51046912,32.65623963,NO
383,02002464112002213000005590S3,9427691,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,11 a 30 personas,BOULEVARD,LAZARO CARDENAS,LAS FLORES,MEXICALI,FIJO,-115.47322088,32.62368611,NO
384,02002464112002293000005590S5,9392379,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,11 a 30 personas,CALZADA,FRANCISCO L MONTEJANO,EX EJIDO ZACATECAS,MEXICALI,FIJO,-115.45256544,32.63784143,NO
385,02002464112002203000005590S4,9406180,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,11 a 30 personas,CALZADA,CALZADA DE LAS AMERICAS,SONORA,MEXICALI,FIJO,-115.43754833,32.66301742,NO
386,02002464112002283000005590S6,9438545,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,11 a 30 personas,CALZADA,CUAUHTEMOC (AVIACION),SANTA MARIA,MEXICALI,FIJO,-115.42824886,32.65868005,NO
387,02002464112002243000005590S0,9397332,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,11 a 30 personas,AVENIDA,TIERRA BLANCA,VILLA DEL CAMPO,MEXICALI,FIJO,-115.52126751,32.64618044,NO
388,02002464112002193000005590S7,9453843,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,31 a 50 personas,BOULEVARD,LAZARO CARDENAS (CECILIA),LAZARO CARDENAS,MEXICALI,FIJO,-115.42799745,32.62470382,NO
389,02002464112002263000005590S8,9406187,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,31 a 50 personas,CARRETERA,CARRETERA A SAN LUIS RIO COLORADO,DIEZ DIVISION DOS,MEXICALI,FIJO,-115.36231354,32.5781643,NO
390,02002464112002253000005590S9,9427703,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,11 a 30 personas,CALZADA,GOMEZ MORIN,VILLA RESIDENCIAL VENECIA,MEXICALI,FIJO,-115.46652713,32.59627692,NO
391,02003464112000133000005590S3,9452920,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,11 a 30 personas,CALLE,DOCTOR ARTURO GUERRA F.,LOMA ALTA,TECATE,FIJO,-116.63152199,32.56294658,NO
392,02002464112002273000005590S7,9464595,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,11 a 30 personas,CALZADA,CALZADA DE LOS INSURGENTES,GUADALUPE VICTORIA,MEXICALI,FIJO,-115.09932343,32.28781306,NO
393,02004464112003493000005590S6,9397328,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,31 a 50 personas,CALLE,MIGUEL F MARTINEZ (D),CENTRO,TIJUANA,FIJO,-117.04151393,32.53245358,NO
394,02004464112003503000005590S2,9399180,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,11 a 30 personas,OTRO(ESPECIFIQUE),SIN CALLE,NATURA,TIJUANA,FIJO,-116.938301,32.37222385,NO
395,02004464112003523000005590S0,9397330,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,11 a 30 personas,CALLE,BENITO JUAREZ,LINDA VISTA,TIJUANA,FIJO,-117.0561093,32.53388322,NO
396,02004464112003513000005590S1,9427702,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,11 a 30 personas,CALZADA,GENERAL LAZARO CARDENAS,FRANCISCO VILLA,TIJUANA,FIJO,-116.85390035,32.49022358,NO
397,02004464112003443000005590S1,9399178,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,31 a 50 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,FERROCARRIL,TIJUANA,FIJO,-116.93719487,32.47966261,NO
398,02004464112003533000005590S9,9397331,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,11 a 30 personas,CALLE,LA PAZ,COLINAS DE CALIFORNIA,TIJUANA,FIJO,-117.00378887,32.46958267,NO
399,02004464112003463000005590S9,9399179,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,11 a 30 personas,CALLE,VALLE DE LA TRINIDAD,LAS MISIONES,TIJUANA,FIJO,-116.89056815,32.50152087,NO
400,02004464112003423000005590S3,9438543,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,11 a 30 personas,BOULEVARD,BOULEVARD DE LAS BELLAS ARTES,EJIDO CHILPACINGO,TIJUANA,FIJO,-116.90681789,32.54518891,NO
401,02004464112003413000005590S4,9438538,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,11 a 30 personas,BOULEVARD,EL DORADO,EL DORADO,TIJUANA,FIJO,-116.86186519,32.49722875,NO
402,02004464112003543000005590S8,9438544,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,11 a 30 personas,BOULEVARD,MANUEL J CLOUTHIER (VECINAL),EL LAGO,TIJUANA,FIJO,-116.92161531,32.50379578,NO
403,02005464112000283000005590S1,9427699,FARMACIA GUADALAJARA,FARMACIAS CON MINISUPER,11 a 30 personas,BOULEVARD,BENITO JUAREZ,VILLA TURISTICA,PLAYAS DE ROSARITO,FIJO,-117.05978425,32.36606147,NO
404,02002464111000491000000000U9,142541,FARMACIA GUADALUPANA,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,DELTA,NUEVO LEON,MEXICALI,FIJO,-115.19454811,32.41637982,NO
405,02002464111000531000000000U2,148699,FARMACIA GUADALUPE,FARMACIAS SIN MINISUPER,0 a 5 personas,CARRETERA,ESTATAL NUMERO 1,VENUSTIANO CARRANZA,MEXICALI,FIJO,-115.16734672,32.23281135,NO
406,02004464112001815001000563S2,6283617,FARMACIA GUSHER,FARMACIAS CON MINISUPER,11 a 30 personas,CALLE,AEROPUERTO,NUEVA TIJUANA OTAY,TIJUANA,FIJO,-116.94994323,32.53406916,NO
407,02004464112001826001000563M9,6283827,FARMACIA GUSHER,FARMACIAS CON MINISUPER,101 a 250 personas,AVENIDA,PASEO DE LOS HEROES,URBANA RIO TIJUANA,TIJUANA,FIJO,-117.02109479,32.52739722,NO
408,02004464111002341000000563S0,154165,FARMACIA GUSHER,COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS,0 a 5 personas,AVENIDA,PASEO DE LOS HEROES,URBANA RIO TIJUANA,TIJUANA,FIJO,-117.02156074,32.52772469,NO
409,02004464112001794000000563S9,6285874,FARMACIA GUSHER,FARMACIAS CON MINISUPER,31 a 50 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,LAS PALMAS,TIJUANA,FIJO,-116.98382203,32.50862309,NO
410,02004464112001804001000563S6,6286267,FARMACIA GUSHER,FARMACIAS CON MINISUPER,11 a 30 personas,BOULEVARD,MANUEL J  CLOUTHIER,EL LAGO SUR,TIJUANA,FIJO,-116.91834667,32.49912933,NO
411,02005464112000154000000563S4,6286268,FARMACIA GUSHER,FARMACIAS CON MINISUPER,11 a 30 personas,BOULEVARD,BENITO JUAREZ,HACIENDA FLORESTA DEL MAR,PLAYAS DE ROSARITO,FIJO,-117.05941882,32.36276674,NO
412,02001464111001331000000000U8,93999,FARMACIA HAPPY,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,LAZARO CARDENAS,CENTRO,ENSENADA,FIJO,-116.62178703,31.85923915,NO
413,02002464111007091000000000U0,11019717,FARMACIA HARMONY,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,5 DE MAYO A,VICENTE GUERRERO ALGODONES,MEXICALI,FIJO,-114.73011124,32.7169804,NO
414,02002464111006961000000000U5,10236773,FARMACIA HERBAL GENERIC,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,VICENTE GUERRERO,GUADALUPE VICTORIA,MEXICALI,FIJO,-115.10273087,32.28912062,NO
415,02001464111003171000000000U6,9880240,FARMACIA HINOJOSA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,20 DE NOVIEMBRE,SAN VICENTE,ENSENADA,FIJO,-116.24821361,31.32442342,NO
416,02002464111003672001000000M1,87361,FARMACIA HISPANOAMERICANA,FARMACIAS SIN MINISUPER,11 a 30 personas,AVENIDA,REFORMA,SEGUNDA,MEXICALI,FIJO,-115.47729682,32.66428983,NO
417,02004464111000491000000000U5,115049,FARMACIA HOLLIWOOD,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,EMILIANO ZAPATA QUINTA,CENTRO,TIJUANA,FIJO,-117.03532961,32.53208318,NO
418,02002464111001181000000000U5,57249,FARMACIA HOMEOPATICA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,SEBASTIAN LERDO DE TEJADA,PRIMERA SECCION,MEXICALI,FIJO,-115.48853097,32.66019859,NO
419,02004464113002501000000000U5,121356,FARMACIA HOMEOPATICA AIJEM,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,CALLE,BENITO JUAREZ SEGUNDA,CENTRO,TIJUANA,FIJO,-117.04225768,32.53489726,NO
420,02001464113000301000000000U8,65738,FARMACIA HOMEOPATICA ALPHA,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,BOULEVARD,ESTANCIA,CARLOS PACHECO,ENSENADA,FIJO,-116.60410127,31.84173028,NO
421,02004464113000271000000000U7,55448,FARMACIA HOMEOPATICA DE CALIFORNIA,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,CALLE,BENITO JUAREZ SEGUNDA,CENTRO,TIJUANA,FIJO,-117.03242453,32.53573369,NO
422,02004464113000481000000000U2,75924,FARMACIA HOMEOPATICA DE SAGRADO CORAZON,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,AVENIDA,AVENIDA DE LAS NUBES,PLAYAS DE TIJUANA,TIJUANA,FIJO,-117.11573851,32.51820727,NO
423,02004464113002181000000000U6,55326,FARMACIA HOMEOPATICA EL EDEN,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,CALLE,DIAZ MIRON CUARTA,CENTRO,TIJUANA,FIJO,-117.03557786,32.53296953,NO
424,02004464113000981000000000S1,53228,FARMACIA HOMEOPATICA IÑIGUEZ,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,CALLE,MIGUEL F MARTINEZ D,CENTRO,TIJUANA,FIJO,-117.0419593,32.53609436,NO
425,02004464113001841000000000U6,123321,FARMACIA HOMEOPATICA IÑIGUEZ,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,BOULEVARD,GUSTAVO SALINAS,AVIACION,TIJUANA,FIJO,-117.00802078,32.51465161,NO
426,02002464113000081000000000U4,59487,FARMACIA HOMEOPATICA MEXICALI,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,AVENIDA,AVENIDA DE LOS HEROES,CENTRO CIVICO,MEXICALI,FIJO,-115.47417687,32.64139341,NO
427,02004464113000891000000000U2,52976,FARMACIA HOMEOPATICA NALF,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,CALLE,PRIMERA ARTICULO 123,CENTRO,TIJUANA,FIJO,-117.04170004,32.53631263,NO
428,02004464113004251000000000U5,8552042,FARMACIA HOMEOPATICA PARAISO,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,CALLE,CARRILLO PUERTO TERCERA,CENTRO,TIJUANA,FIJO,-117.04204955,32.53356403,NO
429,02004464113005211000000000U8,10493061,FARMACIA HOMEOPATICA REMENDA,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,AVENIDA,BRASIL,MADERO,TIJUANA,FIJO,-117.02610789,32.5219209,NO
430,02004464113005011000000000U2,10772887,FARMACIA HOMEOPATICA SOLIS,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,AVENIDA,PARQUE BAJA CALIFORNIA SUR,PLAYAS DE TIJUANA SECCION COSTA DE ORO,TIJUANA,FIJO,-117.12029367,32.51366562,NO
431,02004464113003771000000000U3,8316681,FARMACIA HOMEOPATICA Y NATURISTA,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,AVENIDA,PASEO CENTENARIO TIJUANA,URBANA RIO TIJUANA,TIJUANA,FIJO,-117.02470964,32.53687812,NO
432,02004464113004061000000000U8,6959602,FARMACIA HOMEOPTICA HAHNEMANN,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,CALLE,SEXTA Y O FLORES MAGON,CENTRO,TIJUANA,FIJO,-117.03879686,32.53065017,NO
434,02004433110000181000000000U2,151474,FARMACIA HOY,FARMACIAS SIN MINISUPER,0 a 5 personas,ANDADOR,SANTIAGO ARGUELLO,CENTRO,TIJUANA,FIJO,-117.03817852,32.53553755,NO
435,02004464111001031000000000U8,68870,FARMACIA IMPERIAL,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,SAN FELIPE,EL RUBI,TIJUANA,FIJO,-117.02717484,32.48993373,NO
436,02004464111012911000000000U8,11231616,FARMACIA IMPERIAL,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,FRANCISCO I MADERO,CENTRO,TIJUANA,FIJO,-117.0349798,32.53167495,NO
437,02004464111009322000000000U3,9067613,FARMACIA INDEPENDENCIA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,ALLENDE,INDEPENDENCIA,TIJUANA,FIJO,-117.04188802,32.52645226,NO
438,02002464111007381000000000U5,11462117,FARMACIA INDERM,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,REPUBLICA DE ARGENTINA,CUAUHTEMOC NORTE,MEXICALI,FIJO,-115.44013728,32.66815869,NO
439,02004464111009031000028050S0,9035334,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,RETORNO SENTRI,CUAHUTEMOC,TIJUANA,FIJO,-117.02726043,32.54159502,NO
440,02005464111000901000028050S0,9348661,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,BENITO JUAREZ,VILLA FLORESTA,PLAYAS DE ROSARITO,FIJO,-117.0598572,32.36508312,NO
441,02004464111009431000028050S2,7888974,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,NIÑOS HEROES (B),CENTRO,TIJUANA,FIJO,-117.04014854,32.53572122,NO
442,02004464111007962001028050S8,6847971,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,CUCAPAH,BUENOS AIRES SUR,TIJUANA,FIJO,-116.89339413,32.51292426,NO
443,02004464111003963000028050M0,154414,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,LAGUNA SALADA,CENTRO,TIJUANA,FIJO,-116.96493269,32.50669976,NO
444,02004464111004842001028050S5,108684,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,GOBERNADOR LUGO,GABILONDO,TIJUANA,FIJO,-117.01993371,32.51655206,NO
445,02004464111003692001028050S5,54078,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,EMILIANO ZAPATA (QUINTA),CENTRO,TIJUANA,FIJO,-117.04845195,32.53095108,NO
446,02004464111004782000000000U3,121343,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,CARRILLO PUERTO  TERCERA,CENTRO,TIJUANA,FIJO,-117.04344437,32.53358515,NO
447,02004464111009271000028050S2,8551917,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,CARRILLO PUERTO TERCERA,CENTRO,TIJUANA,FIJO,-117.03662833,32.53406884,NO
448,02004464111013024000028050S9,11783760,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,31 a 50 personas,CALLE,BENITO JUAREZ (SEGUNDA),CENTRO,TIJUANA,FIJO,-117.04592505,32.53474499,NO
449,02004464111009702000028050S6,8322058,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,DIAZ MIRON (CUARTA),CENTRO,TIJUANA,FIJO,-117.04483279,32.53212644,NO
450,02004464111010061000028050S4,8921979,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,11 (PLUTARCO ELIAS CALLES),CENTRO,TIJUANA,FIJO,-117.03237357,32.52455631,NO
451,02005464111000762000028050S6,8161673,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,SIN CALLE,PRIMO TAPIA,PLAYAS DE ROSARITO,FIJO,-116.91896482,32.22541889,NO
452,02004464111006431000028050S4,6761595,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,LA MESA,TIJUANA,FIJO,-116.94138642,32.48482901,NO
453,02004464111009462000028050S7,7977006,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,BENITO JUAREZ (SEGUNDA),CENTRO,TIJUANA,FIJO,-117.03511886,32.53551954,NO
454,02005464111000781000028050S6,8838388,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,VERACRUZ,CONSTITUCION,PLAYAS DE ROSARITO,FIJO,-116.91894009,32.22539452,NO
455,02005464111000752000028050S7,8848991,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,6 a 10 personas,BOULEVARD,BENITO JUAREZ,CENTRO ROSARITO,PLAYAS DE ROSARITO,FIJO,-117.05648018,32.34105215,NO
456,02004464111010041000028050S6,8838339,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,BENITO JUAREZ (SEGUNDA),CENTRO,TIJUANA,FIJO,-117.03816688,32.53525087,NO
457,02004464111009691000028050S1,8322025,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,NIÑOS HEROES (B),CENTRO,TIJUANA,FIJO,-117.04018736,32.53604939,NO
458,02004464111010021000028050S8,8167834,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,BENITO JUAREZ (SEGUNDA),CENTRO,TIJUANA,FIJO,-117.04115262,32.53514823,NO
459,02004464111010051000028050S5,8838341,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,PASEO DE LOS HEROES,RIO TIJUANA,TIJUANA,FIJO,-117.01484384,32.52292689,NO
460,02004464111010031000028050S7,8167912,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,CARRILLO PUERTO (TERCERA),CENTRO,TIJUANA,FIJO,-117.03590654,32.53413356,NO
461,02004464111010071000028050S3,8921989,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,SEPTIMA (GALEANA),CENTRO,TIJUANA,FIJO,-117.0348556,32.52965076,NO
462,02004464111009781000028050S0,8838380,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,5 DE MAYO (F),CENTRO,TIJUANA,FIJO,-117.04502904,32.53278821,NO
463,02004464111009481000028050S7,7977024,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,CARRILLO PUERTO (TERCERA),CENTRO,TIJUANA,FIJO,-117.0412768,32.53377153,NO
464,02004464111009721000028050S6,8465089,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,BENITO JUAREZ (SEGUNDA),CENTRO,TIJUANA,FIJO,-117.03518061,32.5357052,NO
465,02005464111000771000028050S7,8901369,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,ANZUELO,PUERTO NUEVO,PLAYAS DE ROSARITO,FIJO,-116.9347816,32.24244746,NO
466,02004464111009401000028050S5,8094279,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,BENITO JUAREZ (SEGUNDA),CENTRO,TIJUANA,FIJO,-117.03785065,32.53527591,NO
467,02004464111009471000028050S8,7977016,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,NIÑOS HEROES (B),CENTRO,TIJUANA,FIJO,-117.04018084,32.53599426,NO
468,02004464111009421000028050S3,7888953,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,NIÑOS HEROES (B) (TERCER AYUNTAMIENTO),CENTRO,TIJUANA,FIJO,-117.03977908,32.53260442,NO
469,02001464111002771000028050S4,8251207,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,CARRETERA,LIBRE TIJUANA A ENSENADA,LA MISION,ENSENADA,FIJO,-116.84993328,32.09411406,NO
470,02004464111010081000028050S2,8737588,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,5 DE MAYO (F),CENTRO,TIJUANA,FIJO,-117.04502962,32.53279214,NO
471,02003464111000481000028050S8,8827476,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,ALEJANDRO HUMBOLDT (EL ROSARIO),GARITA DE OTAY,TIJUANA,FIJO,-116.94238387,32.54063435,NO
472,02004464111009761000028050S2,8161713,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,CARRILLO PUERTO (TERCERA),CENTRO,TIJUANA,FIJO,-117.03591171,32.5341331,NO
473,02004464111003782001028050S4,151551,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,BENITO JUAREZ (SEGUNDA),CENTRO,TIJUANA,FIJO,-117.03485133,32.53554186,NO
474,02004464113003591000028050S5,7621919,FARMACIA INTEGRA,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,BOULEVARD,CUCAPAHA,BUENOS AIRES SUR,TIJUANA,FIJO,-117.04845487,32.53075772,NO
475,02004464111009441000028050S1,7976996,FARMACIA INTEGRA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,BENITO JUAREZ,LA GLORIA,TIJUANA,FIJO,-117.0137439,32.44291777,NO
476,02002464112001741000000000U4,8320394,FARMACIA INTER,FARMACIAS CON MINISUPER,6 a 10 personas,AVENIDA,5 DE MAYO A,VICENTE GUERRERO ALGODONES,MEXICALI,FIJO,-114.73024864,32.71697366,NO
477,02004464111003792001000000S3,53267,FARMACIA INTERNACIONAL,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,MIGUEL F MARTINEZ D,CENTRO,TIJUANA,FIJO,-117.04174219,32.53434001,NO
478,02002464111000141000000000U0,59034,FARMACIA INTERNACIONAL,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,GENERAL IGNACIO ZARAGOZA,SEGUNDA SECCION,MEXICALI,FIJO,-115.46835383,32.66071149,NO
479,02004464111013082000000000U7,11834495,FARMACIA INTERNACIONAL,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,BENITO JUAREZ SEGUNDA,CENTRO,TIJUANA,FIJO,-117.04155483,32.53497153,NO
480,02004464111008821000000000U5,8280401,FARMACIA INTERNACIONAL,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,PASEO ENSENADA,PLAYAS DE TIJUANA,TIJUANA,FIJO,-117.11391499,32.53294123,NO
481,02004464111003612011000000U3,55025,FARMACIA INTERNACIONAL,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,AVENIDA,REVOLUCION,CENTRO,TIJUANA,FIJO,-117.0369395,32.53417836,NO
482,02004433110000593000000000U8,151450,FARMACIA INTERNACIONAL SANTA CECILIA,COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS,0 a 5 personas,CALLE,BENITO JUAREZ SEGUNDA,CENTRO,TIJUANA,FIJO,-117.03847371,32.53540689,NO
483,02002464111003711000000000U7,78162,FARMACIA JACKELINE,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,BOLIVIA,COAHUILA KM 57,MEXICALI,FIJO,-114.99819898,32.19658795,NO
484,02002464111006951000000000U6,11132060,FARMACIA JANY,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,FRANCISCO I MADERO,PRIMERA SECCION,MEXICALI,FIJO,-115.49439927,32.66440709,NO
485,02001464111000321000000000U0,139670,FARMACIA JAQUELINE,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,SIN CALLE,PAPALOTE,SAN QUINTIN,FIJO,-115.91540608,30.47496839,NO
