,CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local
675,02002464111001091000000000U6,6422768,FARMACIA MG SIMILARES,,Farmacias sin minisúper,0 a 5 personas,CALZADA,CASTELLON,,0.0,HIDALGO,21389.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",6862523202.0,MGSIMILARES@FARMACI.COM,,Fijo,-115.45503087,32.61382738,,,
676,02004464111005591000000000U7,110733,FARMACIA MI FAMILIA,,Farmacias sin minisúper,0 a 5 personas,CALLE,JOSEFINA RENDON,19213.0,9.0,NUEVA TIJUANA,22435.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646070770.0,GARUMALDONADO@HOTMAIL.COM,,Fijo,-116.93696137,32.54342527,CENTRO Y PLAZA COMERCIAL,PLAZA BELLAS ARTES,9
677,02001464111001711000000000U1,74802,FARMACIA MI FARMACIA,,Farmacias sin minisúper,0 a 5 personas,CALLE,CALAFIA,348.0,4.0,POPULAR 89,22812.0,"ENSENADA, Ensenada, BAJA CALIFORNIA",6461562943.0,,,Fijo,-116.56858115,31.89495529,CENTRO Y PLAZA COMERCIAL,PLAZA 89,4
678,02004464111000551000000000U6,62452,FARMACIA MI SALUD,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,TRANSPENINSULAR,5190.0,2.0,LOMAS DEL PORVENIR,22535.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",6634380714.0,FARMACIAMYSALUD1987@GMAIL.COM,,Fijo,-117.06567042,32.52202495,,,
679,02002464111007571000000000U1,11840682,FARMACIA MINAY,,Farmacias sin minisúper,0 a 5 personas,CALZADA,Cuauhtémoc (Aviación),419.0,,HIPICO,21230.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.44365361,32.6579577,,,
680,02004464111009251000000000U4,8551713,FARMACIA MISION,,Farmacias sin minisúper,0 a 5 personas,CALLE,DIAZ MIRON CUARTA,8074.0,,ZONA CENTRO,22000.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,FMISION4@HOTMAIL.COM,,Fijo,-117.03867725,32.5326824,,,
681,02004464111005531000000000U3,114556,FARMACIA MISSION,,Farmacias sin minisúper,0 a 5 personas,CALLE,PRIMERA ARTICULO 123,8351.0,,ZONA CENTRO,22000.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.03460618,32.53746207,,,
682,02002464112001861000000000U0,6914438,FARMACIA MOCORITO,,Farmacias con minisúper,0 a 5 personas,CALLE,RIO MOCORITO,801.0,0.0,INDEPENDENCIA,21290.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.43437893,32.6327578,,,
683,02002464111007821000000000U0,11804733,FARMACIA MOCORITO,,Farmacias sin minisúper,0 a 5 personas,CALZADA,EL ROBLEDO,0.0,,MEXICALI,21384.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",6531747725.0,,,Fijo,-115.40194403,32.57379142,,,
684,02005464111000111001000000U6,142892,FARMACIA MODERNA,,Farmacias sin minisúper,6 a 10 personas,BOULEVARD,BENITO JUAREZ,32.0,1.0,MAGISTERIAL,22700.0,"PLAYAS DE ROSARITO, Playas de Rosarito, BAJA CALIFORNIA",6616121516.0,,,Fijo,-117.05547072,32.33897366,,,
685,02005464111000651000000000U1,6948621,FARMACIA MODERNA,,Farmacias sin minisúper,0 a 5 personas,CALLE,BARRACUDA,7.0,0.0,PUERTO NUEVO,22740.0,"PUERTO NUEVO, Playas de Rosarito, BAJA CALIFORNIA",6615275471.0,,,Fijo,-116.9336567,32.24240606,,,
686,02002464111001261000000000U5,143415,FARMACIA MONICA,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,MIGUEL HIDALGO Y COSTILLA,0.0,,HERMOSILLO,21840.0,"EJIDO HERMOSILLO, Mexicali, BAJA CALIFORNIA",6585178499.0,,,Fijo,-114.92372186,32.51261957,,,
687,02004464111005461000000000U3,116076,FARMACIA MONTE ALBAN,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,AQUILES SERDAN,11521.0,1.0,LIBERTAD,22400.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.01301794,32.53577923,,,
688,02002464111007301000000000U3,9645500,FARMACIA MONTE SINAI,,Farmacias sin minisúper,0 a 5 personas,CALLE,OLA VERDE,3500.0,0.0,HACIENDA DEL RIO,21397.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",6866346323.0,,,Fijo,-115.37539435,32.61269625,,,
689,02004464112000601000000000U7,146686,FARMACIA MONTESSA,,Farmacias con minisúper,0 a 5 personas,AVENIDA,PASEO DEL GUAYCURA,,,GUAYCURA,22216.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.92074564,32.4918065,,,
690,02004464112001072000000000U0,55371,FARMACIA MORELIA,,Farmacias con minisúper,0 a 5 personas,CALLE,CARRILLO PUERTO TERCERA,8394.0,0.0,ZONA CENTRO,22000.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,FARMACIA-MORELIA@HOTMAIL.COM,,Fijo,-117.03376578,32.53446689,,,
691,02004464112001991001000219S1,6286318,FARMACIA NACIONAL SANTA FE,FARMACIAS MODERNAS DE TIJUANA SA DE CV,Farmacias con minisúper,11 a 30 personas,BOULEVARD,SANTA FE,6128.0,,VILLA RESIDENCIAL SANTA FE 3RA SECCION,,"TIJUANA, Tijuana, BAJA CALIFORNIA",,MBECERRA@FARMACIASROMA.COM,WWW.FARMACIASROMA.COM,Fijo,-117.03139294,32.43575222,CENTRO Y PLAZA COMERCIAL,PLAZA COMERCIAL SANTA FE,SN
692,02004464111008701000000000U9,8515850,FARMACIA NARO,,Comercio al por menor de artículos de perfumería y cosméticos,0 a 5 personas,AVENIDA,AQUILES SERDAN,11308.0,,LIBERTAD ARTE BAJA,22400.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",6642078033.0,,,Fijo,-117.01483722,32.53707472,,,
693,02001621113001321000000000U5,70329,FARMACIA NATURA VITAL,,"Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,CALLE,JUAN RODRIGUEZ CABRILLO,757.0,0.0,ZONA CENTRO,22800.0,"ENSENADA, Ensenada, BAJA CALIFORNIA",,LODITOMAX@HOTMAIL.COM,,Fijo,-116.62417246,31.8635217,,,
694,02004464112003151000000000U0,9122250,FARMACIA NAYELI,,Farmacias con minisúper,0 a 5 personas,CALLE,DIAZ MIRON CUARTA,8275.0,0.0,ZONA CENTRO,22000.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.03565412,32.53281395,,,
695,02004464113000341000000000U8,154333,FARMACIA NOVAPIEL,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,ANTONIO CARDENAS,10000.0,11.0,AVIACION,22420.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,FARMACIANOVAPIEL@GMAIL.COM,,Fijo,-117.00919709,32.51598248,,,
696,02001464111000131000000000U3,56742,FARMACIA NUEVA DE GENERICOS,,Farmacias sin minisúper,0 a 5 personas,CARRETERA,TRANSPENINSULAR REFORMA,280.0,0.0,EX EJIDO CHAPULTEPEC,22785.0,"ENSENADA, Ensenada, BAJA CALIFORNIA",6461775779.0,FARMACIASANMARTIN@GMAIL.COM,,Fijo,-116.59152571,31.78398158,,,
697,02004464111003191000000000U8,111627,FARMACIA NUEVO AMANECER,,Farmacias sin minisúper,0 a 5 personas,CALLE,LOS OLIVOS,1621.0,22.0,LAS TORRES,22470.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.90335691,32.53643248,CENTRO Y PLAZA COMERCIAL,PLAZA SANTA ANITA,22
698,02004464111012191000000000U7,9912800,FARMACIA NUEVO AMANECER,,Farmacias sin minisúper,0 a 5 personas,CALLE,OSCAR BAYLON CHACON,0.0,,EL DORADO,22235.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",6643792953.0,,,Fijo,-116.86914602,32.48937979,,,
699,02002464111003571000000000U5,142493,FARMACIA NUEVO LEON,,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,SALTILLO,0.0,,NUEVO LEON,21705.0,"NUEVO LEÓN, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.19287612,32.41916614,,,
700,02005464111000411000000000U0,6476604,FARMACIA OASIS,,Farmacias sin minisúper,0 a 5 personas,OTRO(ESPECIFIQUE),NINGUNO,0.0,3.0,EL MORRO,22740.0,"EL MORRO KILÓMETRO TREINTA Y OCHO, Playas de Rosarito, BAJA CALIFORNIA",,,,Fijo,-116.99374778,32.2626955,,,
701,02004464111012601000000000U5,10340442,FARMACIA OBESITY NOT 4 ME,,Farmacias sin minisúper,0 a 5 personas,CALLE,LEONA VICARIO,1451.0,,ZONA RIO,22320.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.02492924,32.53150889,"HOSPITAL, CENTRO MEDICO O CLINICA",RIO MEDICAL,S N
702,02005464111000671000000000U9,6949112,FARMACIA OCEAN,,Farmacias sin minisúper,0 a 5 personas,CALLE,EUCALIPTO,1162.0,,MAGISTERIAL,22703.0,"PLAYAS DE ROSARITO, Playas de Rosarito, BAJA CALIFORNIA",,,,Fijo,-117.05612547,32.3386376,,,
703,02004464111005381000000000U9,124968,FARMACIA OLGA,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,ALEJANDRO HERRERA,27.0,271.0,CAMINO VERDE,22190.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.97076082,32.49290363,,,
704,02004464112000131000000000U5,53591,FARMACIA OLIMPYA,,Farmacias con minisúper,0 a 5 personas,AVENIDA,NIÑOS HEROES B,1099.0,,CENTRO,22000.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,OLYMPIAFARMACIA@HOTMAIL.COM,,Fijo,-117.03986816,32.53183338,,,
705,02001464112000941000000000U3,9932310,FARMACIA OXCAR,,Farmacias con minisúper,0 a 5 personas,CALLE,FRANCISCO I MADERO,,603.0,MANEADERO,22790.0,"RODOLFO SÁNCHEZ TABOADA (MANEADERO), Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.57296988,31.72745651,,,
706,02002464111007071000000000U2,9521935,FARMACIA PALOMINOS,,Farmacias sin minisúper,0 a 5 personas,CALZADA,EL ROBLEDO,,,EL ROBLEDO,21384.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.40185452,32.57456283,,,
707,02002464111002332000000000U3,58029,FARMACIA PARIS,PROMOTORA INDUSTRIAL CACHANILLA SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,PEDRO F PEREZ Y RAMIREZ DEL COMERCIO,799.0,103.0,PRIMERA,21100.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865525403.0,FARMACIAPARISMXL@PRODIGY.NET.MX,,Fijo,-115.48266672,32.66565496,"HOSPITAL, CENTRO MEDICO O CLINICA",PLAZA PARIS,103
708,02001464111000261000000000U8,71173,FARMACIA PARIS,,Farmacias sin minisúper,0 a 5 personas,CALZADA,CORTEZ,800.0,,BAHIA,22880.0,"ENSENADA, Ensenada, BAJA CALIFORNIA",,FARMACIAPARIS2024@GMAIL.COM,,Fijo,-116.60065445,31.86095034,,,
709,02001464111001621000000000U2,99910,FARMACIA PATODOS,,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,EMILIANO ZAPATA,,1.0,AEROPUERTO,22785.0,"ENSENADA, Ensenada, BAJA CALIFORNIA",6461797064.0,FCIAPATODOS_AEROPUERTO@HOTMAIL.COM,,Fijo,-116.58822889,31.79732012,,,
710,02004464111005441000000000U5,128694,FARMACIA PATY,,Farmacias sin minisúper,0 a 5 personas,CALLE,POPOCATEPETL,0.0,0.0,CAMINO VERDE,22190.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",6643506674.0,,,Fijo,-116.98557661,32.47927513,,,
711,02002464111000941000000000U3,137358,FARMACIA PEDREGAL,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,MARIA,402.0,0.0,RESIDENCIAS,21280.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.44582222,32.629142,,,
712,02002464113001363000000000U5,6930242,FARMACIA PEY. PHARMA,MEDICINAS MEXICALI SA DE CV,"Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios",6 a 10 personas,AVENIDA,FRANCISCO I MADERO,1084.0,,SEGUNDA SECCION,21100.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,MEDICHAMEXICALI8@HOTMAIL.COM,,Fijo,-115.4766792,32.66551897,,,
713,02002464111004611000000000U8,6930470,FARMACIA PHARMAX,,Farmacias sin minisúper,0 a 5 personas,CALLE,JOSE AZUETA,214.0,,PRIMERA SECCION,21100.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,PHARMAX.MX@GMAIL.COM,,Fijo,-115.49372897,32.66247039,,,
714,02002464111004881000000000S7,8849903,FARMACIA PHOENIX 2,CHRISTIAN MIGUEL CAMACHO BOJORQUEZ SA DE CV,Farmacias sin minisúper,6 a 10 personas,AVENIDA,5 DE MAYO A,0.0,,VICENTE GUERRERO ALGODONES,21970.0,"VICENTE GUERRERO (ALGODONES), Mexicali, BAJA CALIFORNIA",,,,Fijo,-114.72881288,32.71706482,,,
715,02002464111005171000065833M2,9147698,FARMACIA PHOENIX 3,CADENA COMERCIAL SABO SA DE CV,Farmacias sin minisúper,11 a 30 personas,AVENIDA,5 DE MAYO A,0.0,113.0,VICENTE GUERRERO ALGODONES,21970.0,"VICENTE GUERRERO (ALGODONES), Mexicali, BAJA CALIFORNIA",,,,Fijo,-114.72899236,32.71705419,,,
716,02002464111007332000000000S8,10451777,FARMACIA PHOENIX 4,CADENA COMERCIAL SABO SA DE CV,Farmacias sin minisúper,6 a 10 personas,CALLE,PRIMERA,0.0,,VICENTE GUERRERO ALGODONES,21970.0,"VICENTE GUERRERO (ALGODONES), Mexicali, BAJA CALIFORNIA",,,,Fijo,-114.72850336,32.71643719,,,
717,02004464111002121000000000U6,151235,FARMACIA PINO SUAREZ,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,JOSE MARIA PINO SUAREZ,11995.0,0.0,LIBERTAD PARTE BAJA,22300.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.00846373,32.53410467,,,
718,02001464111001021000000000U5,63701,FARMACIA PLAZA,,Farmacias sin minisúper,0 a 5 personas,CALLE,PRIMERA (ADOLFO LOPEZ MATEOS),657.0,2.0,ZONA CENTRO,22800.0,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.62662685,31.86281556,,,
719,02002464111006851000000000U8,11348016,FARMACIA POLANCO,,Farmacias sin minisúper,0 a 5 personas,CALLE,RIO MOCORITO,798.0,,INDEPENDENCIA,21290.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,FARMACIAPOLANCO1@HOTMAIL.COM,,Fijo,-115.43452991,32.63410347,,,
720,02001464112000382000000000S0,65709,FARMACIA PREMIER,,Farmacias con minisúper,0 a 5 personas,CARRETERA,TRANSPENINSULAR REFORMA,1.0,7.0,VALLE DORADO,22890.0,"ENSENADA, Ensenada, BAJA CALIFORNIA",6461738338.0,,,Fijo,-116.6027627,31.84187595,CENTRO Y PLAZA COMERCIAL,PLAZA EL MAYORISTA VALLE DORADO,7
721,02004464112000451001000000S7,151869,FARMACIA PREMIER,FARMACIA LA LINEA SA DE CV,Farmacias con minisúper,0 a 5 personas,AVENIDA,DE LA AMISTAD,8800.0,2203.0,CENTRO,22320.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,F_LINEA@HOTMAIL.COM,,Fijo,-117.03004615,32.54059798,CENTRO Y PLAZA COMERCIAL,PLAZA VIVA TIJUANA,2203
722,02001464111001961000000000S2,6423634,FARMACIA PREMIER,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,CARRETERA TRANSPENINSULAR,1005.0,0.0,MANEADERO PARTE ALTA,22790.0,"RODOLFO SÁNCHEZ TABOADA (MANEADERO), Ensenada, BAJA CALIFORNIA",,FARMAVIDEOS@HOTMAIL.COM,,Fijo,-116.57350356,31.72241178,,,
723,02001464111001871000000000U3,97252,FARMACIA PRINCESAS,,Farmacias sin minisúper,0 a 5 personas,CARRETERA,BENITO JUAREZ,601.0,5.0,MACLOVIO ROJAS,22920.0,"VICENTE GUERRERO                                                                                              , San Quintín, BAJA CALIFORNIA",,,,Fijo,-115.9893058,30.72309398,EDIFICIO COMERCIAL Y DE SERVICIOS,PLAZA MAGNOLIA,5
724,02002621111006261000000000U0,11623164,FARMACIA PRO MED,,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,SEXTA,,,GUADALUPE VICTORIA,21720.0,"CIUDAD GUADALUPE VICTORIA (KILÓMETRO CUARENTA Y TRES), Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.10481273,32.28737587,,,
725,02002464112002591000000000U2,11794209,FARMACIA PRO-MED,,Farmacias con minisúper,0 a 5 personas,AVENIDA,Vicente Guerrero,0.0,,GUADALUPE VICTORIA,21720.0,"CIUDAD GUADALUPE VICTORIA (KILÓMETRO CUARENTA Y TRES), Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.10483111,32.2873248,,,
726,02001464112000931000000000U4,10313666,FARMACIA PROSALUD,,Farmacias con minisúper,0 a 5 personas,CALLE,PASEO DEL CAMPANARIO,,,EL ROBLE,22842.0,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.54404836,31.86182044,,,
727,02001464113001221000000000U7,8304263,FARMACIA RANGEL,,"Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,CALLE,SAUCE,843.0,0.0,GRANJAS EL GALLO,22850.0,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.57088736,31.8519788,,,
728,02004464111005701000000000U2,126638,FARMACIA REFORMA,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,PASEO REFORMA,24.0,0.0,REFORMA,22183.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.95772255,32.46675014,,,
729,02002464111001151000000000U8,149584,FARMACIA REGINA,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,MAR DE CORTES SUR,101.0,,SONA ENTRO,21850.0,"SAN FELIPE                                                                                                    , San Felipe, BAJA CALIFORNIA",,IMPREDECIBLE65@GMAIL.COM,,Fijo,-114.83385895,31.02264171,,,
730,02004464111006051000000000U1,6423757,FARMACIA RENACIMIENTO,DIVISION FARMACEUTICA SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,RUTA INDEPENDENCIA,7851.0,1.0,MARIANO MATAMOROS,22206.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.88456156,32.49465738,,,
731,02004464111003532000000000U3,55017,FARMACIA REVOLUCION,,Farmacias sin minisúper,6 a 10 personas,CALLE,BENITO JUAREZ SEGUNDA,807.0,,ZONA CENTRO,22000.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646883668.0,FARMACIAREVOLUCION_@HOTMAIL.COM,,Fijo,-117.03707421,32.5353484,,,
732,02006464111000021000000000U5,10516865,FARMACIA REYS,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,CERRO ENSENADA,,,MONTE CARMELO,22910.0,"CAMALÚ                                                                                                        , San Quintín, BAJA CALIFORNIA",,,,Fijo,-116.05600316,30.8508907,,,
733,02002464111007081000000000U1,11455680,FARMACIA RG,,Farmacias sin minisúper,0 a 5 personas,CALLE,PROFESOR PEREZ SOSA Y SILVA,0.0,,POBLADO BENITO JUAREZ,21900.0,"BENITO JUÁREZ (EJIDO TECOLOTES), Mexicali, BAJA CALIFORNIA",,,,Fijo,-114.99965177,32.56869347,,,
734,02004464111012201000000000U4,11256783,FARMACIA RIO MEDICA,DR G CLINIC SC,Farmacias sin minisúper,0 a 5 personas,CALLE,LEONA VICARIO,1451.0,4.0,ZONA RIO,22320.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,FARMACIARIOMEDICA@GMAIL.COM,,Fijo,-117.02492924,32.53150889,"HOSPITAL, CENTRO MEDICO O CLINICA",RIO MEDICAL,4
735,02001464111003051000000000U0,10849790,FARMACIA RIVERA,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,BRONCE,17.0,0.0,BRONCE,22890.0,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.6028927,31.87470805,,,
736,02001464111000581000000000U9,144542,FARMACIA ROCIO,,Farmacias sin minisúper,0 a 5 personas,CALLE,JOSE MANUEL CULLINFORD Y O RANCHO SANTA FE,,,SAN VICENTE,22900.0,"SAN VICENTE, Ensenada, BAJA CALIFORNIA",6461656512.0,,,Fijo,-116.24120605,31.32207462,,,
737,02002464111007353000000000U4,9751333,FARMACIA ROMA,FARMACIAS MODERNAS DE TIJUANA SA DE CV,Farmacias sin minisúper,11 a 30 personas,BOULEVARD,EJE CENTRAL,0.0,1060.0,ESTEBAN CANTU,21320.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,S133@FARMACIASROMA.COM,,Fijo,-115.49353014,32.61307578,,,
738,02001464111003332000069889S4,11462246,FARMACIA ROMA,FARMACIA MODERNA DE TIJUANA SA DE CV,Farmacias sin minisúper,6 a 10 personas,AVENIDA,GENERAL MANUEL AVILA CAMACHO,0.0,,EX EJIDO CHAPULTEPEC,22785.0,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.59068875,31.81085005,,,
739,02004464111012993000000219S6,11805260,FARMACIA ROMA,FARMACIAS MODERNAS DE TIJUANA SA DE CV,Farmacias sin minisúper,11 a 30 personas,CALLE,Mártires de Chicago,6751.0,,OBRERA 1RA SECCION,22624.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",6648212424.0,MBECERRA@ARMACIASROMA.COM,WWW.ROMA.COM,Fijo,-117.03748518,32.48122158,,,
740,02004464112001082001000219M9,6283363,FARMACIA ROMA,FARMACIAS MODERNAS DE TIJUANA SA DE CV,Farmacias con minisúper,251 y más personas,CALLE,DE LOS CHARROS,314.0,,JOSE SANDOVAL,22105.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,MBECERRA@FARMACIASROMA.COM,WWW.FARMACIASROMA.COM,Fijo,-116.97286439,32.50363347,,,
741,02004464111013002000000219S5,11755153,FARMACIA ROMA,FARMACIAS MODERNAS DE TIJUANA SA DE CV,Farmacias sin minisúper,6 a 10 personas,BOULEVARD,Paralelo 28 (Matamoros y/o Cucapah),3101.0,,VILLA REAL 1,22205.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",6648212424.0,MBECERRA@ARMACIASROMA.COM,WWW.ROMA.COM,Fijo,-116.85872705,32.51403042,,,
742,02004464111013201000000219S3,11755152,FARMACIA ROMA,FARMACIAS MODERNAS DE TIJUANA SA DE CV,Farmacias sin minisúper,11 a 30 personas,BOULEVARD,Cucapah,20170.0,,AMPLIACION GABRIEL RODRIGUEZ,22207.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",6648212424.0,MBECERRA@ARMACIASROMA.COM,WWW.ROMA.COM,Fijo,-116.90577846,32.51104053,,,
743,02004464112003353000000000U2,9309835,FARMACIA ROMA,FARMACIA ROMA SA DE CV,Farmacias con minisúper,0 a 5 personas,CALLE,CASA BLANCA,21475.0,0.0,LA TRINIDAD,22234.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.89235805,32.50139616,,,
744,02004464111011001000000219S9,9278700,FARMACIA ROMA,FARMACIAS MODERNAS DE TIJUANA SA DE CV,Farmacias sin minisúper,11 a 30 personas,BOULEVARD,GRANADOS,0.0,,JARDIN DORADO,,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.89077557,32.52365439,,,
745,02004464112001713001000219S9,6283913,FARMACIA ROMA 5 Y 10,FARMACIAS MODERNAS DE TIJUANA SA DE CV,Farmacias con minisúper,11 a 30 personas,BOULEVARD,GUSTAVO DÍAZ ORDAZ,9.0,,LA MESA,22105.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,MBECERRA@FARMACIASROMA.COM,WWW.FARMACIASROMA.COM,Fijo,-116.96616133,32.49858548,CENTRO Y PLAZA COMERCIAL,5 Y 10 LAS FUENTES,SN
746,02004464112002973000000219S8,6878835,FARMACIA ROMA ALBA ROJA,FARMACIAS MODERNAS DE TIJUANA SA DE CV,Farmacias con minisúper,6 a 10 personas,CALLE,BACATETE,13986.0,,SONORA,,"TIJUANA, Tijuana, BAJA CALIFORNIA",6648212424.0,MBECERRA@FARMACIASROMA.COM,WWW.FARMACIASROMA.COM,Fijo,-116.97385548,32.49768167,,,
747,02004464112001773002000219S3,6714434,FARMACIA ROMA AV PASEO ENSENADA PLAYAS,FARMACIAS MODERNAS DE TIJUANA SA DE CV,Farmacias con minisúper,11 a 30 personas,CALLE,CALLE DEL AGUA,1420.0,,PLAYAS DE TIJUANA,22500.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,MBECERRA@FARMACIASROMA.COM,WWW.FARMACIASROMA.COM,Fijo,-117.11595815,32.52305756,,,
748,02005464112000143001000219S7,6286949,FARMACIA ROMA BENITO JUAREZ,FARMACIAS MODERNAS DE TIJUANA SA DE CV,Farmacias con minisúper,11 a 30 personas,BOULEVARD,BENITO JUÁREZ,0.0,123.0,VILLAFLORESTA,,"PLAYAS DE ROSARITO, Playas de Rosarito, BAJA CALIFORNIA",,MBECERRA@FARMACIASROMA.COM,WWW.FARMACIASROMA.COM,Fijo,-117.06028999,32.36687696,CENTRO Y PLAZA COMERCIAL,PLAZA GIRAMAR,123
749,02004464112001911012000219S9,6282833,FARMACIA ROMA BICENTENARIO,FARMACIAS MODERNAS DE TIJUANA SA DE CV,Farmacias con minisúper,11 a 30 personas,AVENIDA,COCHIMÍES,19652.0,,GUAYCURA,,"TIJUANA, Tijuana, BAJA CALIFORNIA",6648212424.0,MBECERRA@FARMACIASROMA.COM,WWW.FARMACIASROMA.COM,Fijo,-116.91699336,32.48955666,,,
750,02004464112001212001000219S2,6286117,FARMACIA ROMA CALLE 3RA,FARMACIAS MODERNAS DE TIJUANA SA DE CV,Farmacias con minisúper,11 a 30 personas,CALLE,CARRILLO PUERTO (TERCERA),651.0,,ZONA CENTRO,22000.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,MBECERRA@FARMACIASROMA.COM,WWW.FARMACIASROMA.COM,Fijo,-117.04716099,32.53320024,,,
751,02004464112003023001000219S1,6866871,FARMACIA ROMA CALZADA GUADALUPE,FARMACIAS MODERNAS DE TIJUANA SA DE CV,Farmacias con minisúper,11 a 30 personas,BOULEVARD,GUSTAVO DÍAZ ORDAZ,342.0,,LA MESA,22117.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,MBECERRA@FARMACIASROMA.COM,WWW.FARMACIASROMA.COM,Fijo,-116.95609846,32.49261534,,,
752,02004464112003013001000219S2,6866877,FARMACIA ROMA CAMPESTRE,FARMACIAS MODERNAS DE TIJUANA SA DE CV,Farmacias con minisúper,11 a 30 personas,BOULEVARD,AGUA CALIENTE,11240.0,,AVIACION,,"TIJUANA, Tijuana, BAJA CALIFORNIA",,MBECERRA@FARMACIASROMA.COM,WWW.FARMACIASROMA.COM,Fijo,-117.00323844,32.51246311,,,
