CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local
02004464111007521001000000S2,6802374,FARMACIAS SIMILARES TIJUANA 19 MATAMOROS,DISTRIBUIDORA DE MIS FARMACIAS SAPI DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,NOVENA,0,,EJIDO MATAMOROS,22204,"TIJUANA, Tijuana, BAJA CALIFORNIA",6642168519,WENDY@DEMISFARMACIAS.COM,,Fijo,-116.86410664,32.52021595,,,
02004464111011231000000291S2,9427793,FARMACIAS SIMILARES TIJUANA 195,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,LOS LAURELES,12901,,HACIENDA LOS LAURELES,,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CGEN@GOYOMA.COM,,Fijo,-116.96750250,32.43887331,CENTRO Y PLAZA COMERCIAL,LOS LAURELES,SN
02004464111004071000000291S1,6288161,FARMACIAS SIMILARES TIJUANA 22,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,BLVD SALVATIERRA,5108,,SALVATIERRA,22607,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CGEN@GOYOMA.COM,,Fijo,-117.07438161,32.48184697,,,
02004464111007591000000000S5,6802426,FARMACIAS SIMILARES TIJUANA 24 LOS VALLES,DISTRIBUIDORA DE MIS FARMACIAS SAPI DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,TERCER AYUNTAMIENTO,13504,8,PALMA REAL,22164,"TIJUANA, Tijuana, BAJA CALIFORNIA",6643785023,WENDY@DEMISFARMACIAS.COM,,Fijo,-116.95365031,32.38987881,,,
02004464111007431000000000S4,6802365,FARMACIAS SIMILARES TIJUANA 27 REFUGIO,DISTRIBUIDORA DE MIS FARMACIAS S DE RL DE CV,Farmacias sin minisúper,6 a 10 personas,CALLE,CALLE EL FLORIDO,10000,,SEVILLA RESIDENCIAL,22244,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.88036921,32.46125429,,,
02004464111004081000000291S0,6288164,FARMACIAS SIMILARES TIJUANA 28,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,GUSTAVO SALINAS,3231,3,AVIACION,22265,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CGEN@GOYOMA.COM,,Fijo,-117.00969954,32.51534087,,,
02004464111004021000000291S6,6288163,FARMACIAS SIMILARES TIJUANA 29,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,PUERTECITOS,20520,4,AMPLIACION GUAYCURA,22214,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CGEN@GOYOMA.COM,,Fijo,-116.91960578,32.50567874,,,
02004464111004051000000291S3,6288165,FARMACIAS SIMILARES TIJUANA 30,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,PADILLA,8800,1402,FEDERAL,22320,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CGEN@GOYOMA.COM,,Fijo,-117.02958489,32.53997061,,,
02004464111004092001000291S7,6288167,FARMACIAS SIMILARES TIJUANA 33,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,JOSÉ LÓPEZ PORTILLO PONIENTE,412,4,MODULOS DE TIJUANA,22265,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CGEN@GOYOMA.COM,,Fijo,-116.93026235,32.53706108,,,
02004464111004112001000291S3,6288166,FARMACIAS SIMILARES TIJUANA 34,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,GUSTAVO DÍAZ ORDAZ,12,6,LOS PINOS,22680,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CGEN@GOYOMA.COM,,Fijo,-116.93376603,32.47165784,,,
02004464111007451000000000U2,6802367,FARMACIAS SIMILARES TIJUANA 37 CAMPO,DISTRIBUIDORA DE MIS FARMACIAS SAPI DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,CALLE DEL CEREZO,59024,0,VILLA DEL CAMPO,22254,"VILLA DEL CAMPO, Tijuana, BAJA CALIFORNIA",,WENDY@DEMISFARMACIAS.COM,,Fijo,-116.73445516,32.51213349,,,
02004464111007491000000000S8,6802371,FARMACIAS SIMILARES TIJUANA 39 SALVATIERRA 2,DISTRIBUIDORA DE MIS FARMACIAS SAPI DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,NUEVA AURORA,5734,,PEDREGAL DE SANTA JULIA,22604,"TIJUANA, Tijuana, BAJA CALIFORNIA",6644495047,WENDY@DEMISFARMACIAS.COM,,Fijo,-117.06590678,32.48367731,,,
02004464111011211000000291S4,9406286,FARMACIAS SIMILARES TIJUANA 45,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,BENITO JUÁREZ,56,,LA JOYA,,"TIJUANA, Tijuana, BAJA CALIFORNIA",,GCEN@GOYOMA.COM,,Fijo,-117.00885693,32.44442979,,,
02004464111007371000000000U2,6802311,FARMACIAS SIMILARES TIJUANA 5 BUENA VISTA,,Farmacias sin minisúper,6 a 10 personas,AVENIDA,INGENIERO JUAN OJEDA ROBLES Y O DE LA PAZ,475,0,BUENA VISTA,22415,"TIJUANA, Tijuana, BAJA CALIFORNIA",,WENDY@DEMISFARMACIAS.COM,,Fijo,-116.98788944,32.51982033,,,
02004464111009302000000000U5,8485769,FARMACIAS SIMILARES TIJUANA 54,GAZCON SA DE CV,Farmacias sin minisúper,0 a 5 personas,AVENIDA,LAS TORRES,7173,,PIPILA,22206,"TIJUANA, Tijuana, BAJA CALIFORNIA",,FI498TIJUANA54@GMAIL.COM,,Fijo,-116.87790944,32.50672070,,,
02004464111004041000000291S4,6288169,FARMACIAS SIMILARES TIJUANA 56,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,GUSTAVO DÍAZ ORDAZ,12828,4,DEL PRADO,22420,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CGEN@GOYOMA.COM,,Fijo,-116.98583701,32.50893858,CENTRO Y PLAZA COMERCIAL,PLAZA DEL PRADO,4
02004464111007531000000000U1,6802417,FARMACIAS SIMILARES TIJUANA 59 MORITA,DISTRIBUIDORA DE MIS FARMACIAS SAPI DE CV,Farmacias sin minisúper,0 a 5 personas,AVENIDA,LAS FUENTES,,0,LAS FUENTES ,22245,"TIJUANA, Tijuana, BAJA CALIFORNIA",,WENDY@DEMISFARMACIAS.COM,,Fijo,-116.84380997,32.47057900,,,
02004464111007631000000000U9,6802470,FARMACIAS SIMILARES TIJUANA 63 LOS REYES,DISTRIBUIDORA DE MIS FARMACIAS SAPI DE CV,Farmacias sin minisúper,0 a 5 personas,AVENIDA,GARCIA,10000,,VILLAS DE BAJA CALIFORNIA,22125,"TIJUANA, Tijuana, BAJA CALIFORNIA",,WENDY@DEMISFARMACIAS.COM,,Fijo,-116.93007593,32.45303256,CENTRO Y PLAZA COMERCIAL,CENTRO Y PLAZA COMERCIAL SIN NOMBRE,2
02004464111004011000000291S7,6288168,FARMACIAS SIMILARES TIJUANA 67,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,BOULEVARD DE LOS FUNDADORES,6720,3,EL RUBI,22626,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CGEN@GOYOMA.COM,,Fijo,-117.03208329,32.49634019,,,
02004464111004691000000291S6,119752,FARMACIAS SIMILARES TIJUANA 83,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,AVENIDA,PASEO DEL PEDREGAL,786,,PLAYAS DE TIJUANA,22504,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CGEN@GOYOMA.COM,,Fijo,-117.11261775,32.52865570,,,
02004464111006481000000291S0,6778881,FARMACIAS SIMILARES TIJUANA 88,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,ALBERTO LIMÓN PADILLA,19095,5,CIUDAD INDUSTRIAL,22444,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CGEN@GOYOMA.COM,,Fijo,-116.91956036,32.53784467,CENTRO Y PLAZA COMERCIAL,CENTRUM OTAY,5
02004464111006491000000291S9,6778882,FARMACIAS SIMILARES TIJUANA 89,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,SAN CLEMENTE,600,,TEJAMEN,22635,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CGEN@GOYOMA.COM,,Fijo,-117.01807446,32.49457736,,,
02004464111006011000000291S5,6417880,FARMACIAS SIMILARES TIJUANA 97,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,LOMA BONITA,7007,,LOMA BONITA,22604,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CGEN@GOYOMA.COM,,Fijo,-117.04962960,32.48513986,,,
02004464111006221000000291S0,6710502,FARMACIAS SIMILARES TIJUANA 99,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,GUSTAVO DÍAZ ORDAZ,16359,3,LOMAS VERDES,22127,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CGEN@GOYOMA.COM,,Fijo,-116.93584150,32.47623305,CENTRO Y PLAZA COMERCIAL,PLAZA LAS PALOMAS,10
02004464111006471000000291S1,6778880,FARMACIAS SIMILARES TIJUANA128,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,PALMERAS,639,10,LAS TORRES,22470,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CGEN@GOYMA.COM,,Fijo,-116.89277237,32.54884501,,,
02004464111011501000000291S8,9466451,FARMACIAS SIMILARES TIJUANA195,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,HACIENDA SANTO TOMÁS,12901,,HACIENDA LOS LAURELES,22170,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CGEN@GOYOMA.COM,,Fijo,-116.96758653,32.43860654,,,
02004464111004102001000291S4,6288162,FARMACIAS SIMILARES UH PLAYAS DE TIJUANA 1,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,AVENIDA,PASEO ENSENADA,2361,,PLAYAS DE TIJUANA,22500,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CGEN@GOYOMA.COM,,Fijo,-117.11622251,32.51454938,,,
02001464111002021000000291S4,6778793,FARMACIAS SIMILARES VALLEVERDE 894 ENSENADA 5,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,AVENIDA,REFORMA,1871,,VALLE VERDE PARTE BAJA,22839,"ENSENADA, Ensenada, BAJA CALIFORNIA",,CGEN@GOYOMA.COM,,Fijo,-116.61085124,31.88266600,,,
02001464111002011000000291S5,6778792,FARMACIAS SIMILARES VILLA DEL PRADO ENSENADA 31,GOYOMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,SECTOR ORIENTE,635,,VILLA RESIDENCIAL DEL PRADO,,"ENSENADA, Ensenada, BAJA CALIFORNIA",,CGEN@GOYOMA.COM,,Fijo,-116.59494937,31.90304764,,,
02004464111001081000071307S3,145450,FARMACIAS SIMILARS,GRUPO FARCARI SA DE CV,Farmacias sin minisúper,0 a 5 personas,AVENIDA,PASEO DEL GUAYCURA,51,,GUAYCURA,22216,"TIJUANA, Tijuana, BAJA CALIFORNIA",,SIMIGUAYCURA@OUTLOOK.COM,WWW.FARMACIASSIMILARES.COM,Fijo,-116.91842577,32.49333386,,,
02004464111006191000000000U5,6728874,FARMACIAS SIMILIARES,FARMACIA ERICKA S DE RL DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,EJERCITO TRIGARANTE,16398,0,LOMAS DE LA AMISTAD,22180,"TIJUANA, Tijuana, BAJA CALIFORNIA",,MISIJAUJA_2014@HOTMAIL.COM,,Fijo,-116.95573910,32.47855183,,,
02002464113001502000037574S8,8280149,FARMACIAS STA MONICA,CROWDERS COMPANY SA DE CV,"Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,AVENIDA,FRANCISCO I MADERO,611,,PRIMERA SECCION,21100,"MEXICALI, Mexicali, BAJA CALIFORNIA",,RHSANTAMONICA@GMAIL.COM,,Fijo,-115.48676535,32.66495048,,,
02004464111001001000000000U1,138784,FARMACIAS UNION,,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,CUCAPAH,10000,1,LOMAS DE MATAMOROS,22206,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.87833032,32.51377901,,,
02004464111002601000077936S7,151261,FARMACIAS UNION,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,JOSE MARIA PINO SUAREZ,1402,0,LIBERTAD PARTE BAJA,22300,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.01111972,32.53588334,,,
02002621111004501000000000U1,92853,FARMACIAS Y CONSULTORIO RC,,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,NAVIA,2649,0,VILLA LOMAS ALTAS,21355,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.47172074,32.57609006,,,
02004464111011891000010716S3,9486263,FARMACIAS YZA SUC 0019 1F56-GOMEZ,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,VALENTIN GOMEZ FARIAS ENTRE MONTEALBAN E IZTACIHUATL,4910,,PUESTA DEL SOL 2,22457,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-117.06744300,32.53214600,,,
02002464111006681000010716S9,9486580,FARMACIAS YZA SUC 0028 1I29-HEROICO,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,COLEGIO MILITAR,975,,ESTERITO,23020,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.50555700,32.62215400,,,
02002464111006691000010716S8,9471893,FARMACIAS YZA SUC 0029 1I34-MONARCAS,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALZADA,Calzada de los Monarcas,1388,1,RESIDENCIAL DEL PRADO,21354,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.48149700,32.59129838,,,
02004464111011901000010716S0,9486520,FARMACIAS YZA SUC 0030 1I28-MIRAMAR,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,BLVD. OCEANO ATLANTICO ENTRE CARDENAL Y COLIBRI,2805,,MIRAMAR,22457,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-117.05058500,32.49735800,,,
02004464111011911000010716S9,9474139,FARMACIAS YZA SUC 0032 1I32-RIBERA,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,OTRO(ESPECIFIQUE),Sin Referencia,22102,,EL PEÑON,22101,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.87140788,32.53341041,,,
02002464111006701000010716S5,9475790,FARMACIAS YZA SUC 0054 VILLA VERDE,FARMACON SA DE CV,Farmacias sin minisúper,6 a 10 personas,AVENIDA,Río San Pedro Mezquital,1654,1,MEXICALI SEGUNDA SECCION,21395,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.38262207,32.60035531,,,
02002464111006711000010716S4,9486581,FARMACIAS YZA SUC 0055 PESCADORES,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,PESCADORES ,3311,,"SANTA ROSA, SAN JOSE DEL CABO",23428,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.40556700,32.66772400,,,
02004464111011931000010716S7,9486440,FARMACIAS YZA SUC 0056 SANTA BARBARA,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,SANTA ROSA,308,1,SANTA FE,23085,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-117.04409400,32.44944800,,,
02004464111011941000010716S6,9486265,FARMACIAS YZA SUC 0084 1I49-FISHER,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,PROFESOR FRANCISCO PAYEN SANDOVAL,0,,VISTA HERMOSA,22457,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-117.05058500,32.49735800,,,
02004464111011951000010716S5,9486272,FARMACIAS YZA SUC 0087 1I51-CARLOTA,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,AVENIDA,AV. CARLOTA SOSA DE MALDONADO,12491,,DEL RIO REFORMA,22416,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-117.10391400,32.52669300,,,
02002464111006721000010716S3,9486273,FARMACIAS YZA SUC 0088 1I63-DOMINGUEZ,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,5 DE FEBRERO,2465,,LA RINCONADA,23040,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.43386000,32.61974200,,,
02004464111011971000010716S3,9481855,FARMACIAS YZA SUC 0108 1I46-VERDAD,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,Cañon Johnson Norte,7790,2,INDEPENDENCIA,22055,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-117.04160447,32.52214401,,,
02004464111011981000010716S2,9472705,FARMACIAS YZA SUC 0110 1F93-REFUGIO,FARMACON SA DE CV,Farmacias sin minisúper,6 a 10 personas,AVENIDA,Paseo de los Lureles,9290,3,EL REFUGIO QUINTAS CAMPESTRES,22253,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.82723359,32.45785610,,,
02002464111006741000010716S1,9472755,FARMACIAS YZA SUC 0127 1I48-LOS OLIVOS,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALZADA,Santa Isabel,3613,,REAL DEL RIO,21137,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.52984125,32.64675500,,,
02002464111006751000010716S0,9474194,FARMACIAS YZA SUC 0130 1I43 CONDESA,FARMACON SA DE CV,Farmacias sin minisúper,6 a 10 personas,CALLE,Diluvio,1400,1,LA CONDESA,21395,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.33481272,32.58715227,,,
02002464111006761000010716S9,9486444,FARMACIAS YZA SUC 0131 1I66 MAZA DE JUAREZ,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,MARGARITA MAZA DE JUAREZ,2365,2,BENITO JUAREZ ORIENTE,23050,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.46964515,32.62279506,,,
02004464111011991000010716S1,9474200,FARMACIAS YZA SUC 0140 LOMA DORADA,FARMACON SA DE CV,Farmacias sin minisúper,6 a 10 personas,BOULEVARD,General Juan C. Zertuche,62,,LOMA DORADA,22785,"ENSENADA, Ensenada, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.60076383,31.82560223,,,
02004464111012001000010716S8,9474196,FARMACIAS YZA SUC 0141 DEL BAJIO,FARMACON SA DE CV,Farmacias sin minisúper,6 a 10 personas,OTRO(ESPECIFIQUE),Azcapotzalco,8961,,viñedos casa blanca,22000,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.83112416,32.47988579,,,
02001464111003001000010716S5,9482118,FARMACIAS YZA SUC 0153 EL CAMPANARIO,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,Avenida de las Fuentes,4043,1,CAMPANARIO,22842,"ENSENADA, Ensenada, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.54759621,31.86375130,,,
02002464111006771000010716S8,9482470,FARMACIAS YZA SUC 0205 SAN MARCOS,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,Ocotlán,1100,,SAN MARCOS,21050,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.49485952,32.63273201,,,
02004464111012031000010716S5,9486275,FARMACIAS YZA SUC 0210 CANDELARIA,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,AVENIDA,GENERO ESTRADA,18100,,PRADERA DORADA,23477,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-117.05058500,32.49735800,,,
02004464111012051000010716S3,9474206,FARMACIAS YZA SUC 0242 CUMBRES,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,Oscar Baylón Chacón,9152,,EJIDO FRANCISCO VILLA,22206,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.86899014,32.48792175,,,
02004464111012061000010716S2,9484161,FARMACIAS YZA SUC 0243 PLATA,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,DE LA PLATA,,,PUERTA PLATA TERCERA ETAPA,22725,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-117.01895800,32.49011300,,,
02004464111012081000010716S0,9486267,FARMACIAS YZA SUC 0248 MISION,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,INDEPENDENCIA ENTRE ARCOIRIS Y TRANSPENINSULAR,0,,CENTRO,22457,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-117.06891400,32.52421900,,,
02004464111012091000010716S9,9486593,FARMACIAS YZA SUC 0249 CALLE 17,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,AVENIDA,AV. MAZATLAN ESQ. CON CALLE 17,1608,,POLOGONO EJIDAL,22020,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.88233200,32.50880900,,,
02004464111004351011010716S7,6389195,FARMACIAS YZA SUC 1028 OTAY,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,JOSÉ LÓPEZ PORTILLO PONIENTE,1460,44,NUEVA TIJUANA,22435,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.93042240,32.53821753,,,
02004464112000261002010716S0,6285878,FARMACIAS YZA SUC 1035 PLAYAS TIJUANA,FARMACON SA DE CV,Farmacias sin minisúper,6 a 10 personas,CALLE,Paseo del Pedregal,1051,112,PLAYAS DE TIJUANA,22500,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-117.11247398,32.52645637,CENTRO Y PLAZA COMERCIAL,PLAZA PEDREGAL,112
02004464112000972002010716S2,6389759,FARMACIAS YZA SUC 1059 TIJUANA,FARMACON SA DE CV,Farmacias sin minisúper,6 a 10 personas,BOULEVARD,Gustavo Díaz Ordaz,14997,,LAS HUERTAS 4TA SECCIÓN,22117,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.95828142,32.49395601,,,
02004464112000371001010716S7,6287558,FARMACIAS YZA SUC 1078 PLAZA BONITA TIJ,,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,Gustavo Díaz Ordaz,13391,15,LA ESCONDIDA,22106,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.98122925,32.50743843,CENTRO Y PLAZA COMERCIAL,PLAZA BONITA,15
02004464112000641002010716S3,6286368,FARMACIAS YZA SUC 1080 SANCHEZ TABOADA,FARMACON SA DE CV,Farmacias sin minisúper,6 a 10 personas,AVENIDA,Sánchez Taboada,9211,2,SÁNCHEZ TABOADA,22185,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.96565700,32.46084220,,,
02004464112002161001010716S0,6284961,FARMACIAS YZA SUC 1086 TIJUANA JARDIN DORADO,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,Héctor Terán Terán,2603,,JARDÍN DORADO,22200,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.89058695,32.52371011,,,
02002464112001261001010716S3,6391385,FARMACIAS YZA SUC 1161 ANAHUAC MEXICALI,FARMACON SA DE CV,Farmacias sin minisúper,6 a 10 personas,BOULEVARD,ANÁHUAC,1399,,CASA MAGNA,21354,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.47559567,32.59135980,,,
02002464112001271001010716S2,6391388,FARMACIAS YZA SUC 1166 SAN ANGEL MEXICALI,FARMACON SA DE CV,Farmacias sin minisúper,6 a 10 personas,AVENIDA,RÍO SAN ÁNGEL,199,,VALLE DE PUEBLA,21384,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.36875184,32.57510348,,,
02002464112001251001010716S4,6391389,FARMACIAS YZA SUC 1168 ALTAMIRANO MEXICALI,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,IGNACIO MANUEL ALTAMIRANO,255,,PRIMERA SECCIN,21100,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.49123422,32.66223126,,,
02002464112001241001010716S5,6285011,FARMACIAS YZA SUC 1180 ORIZABA,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALZADA,HEROICO COLEGIO MILITAR,1901,,LOMALINDA,21135,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.50571868,32.65282904,,,
02003464112000112000010716S7,6715041,FARMACIAS YZA SUC 1186 TECATE,FARMACON SA DE CV,Farmacias sin minisúper,6 a 10 personas,AVENIDA,BENITO JUÁREZ,11,1,CENTRO,21400,"TECATE, Tecate, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.63263433,32.57317426,,,
